,"0.4477896016425623","0.6302654527341925","0.66","6","52","40","2","1.5918598551999074E8","4.210027353248482E10","78.10282338651281","0.198","0","0.03759398496240601","0.07653061224489796","0.05","2","63","78","0","0.39166685520258226","0.5731896312675925","0.54","38","47","12","3","1.9479363049546864E9","1.9760431921849052E10","90.30930724133152","0","0.8645833333333334","0.9957627118644068","0.9821428571428571","0.9193548387096774","5","34","15","0","0.36131256481845647","0.572008663320506","0.57","84","10","3","3","1.0692738773320663E10","1.3225530453815474E10","93.3041499483254","0","0.9975786924939467","0.9795918367346939","0.9523809523809523","0.9696969696969697","6","15","5","0","0.3961390508257835","0.5780969500115966","0.59","85","9","5","1","2.0857194352774303E10","1.8805291810318592E10","91.38363330650591","0","0.9976470588235294","0.9772727272727273","0.9615384615384616","0.9899396378269618","9","19","12","0","0.3944576286915066","0.5924922095640066","0.51","78","14","5","3","3.1434018141880463E10","2.3678373428374676E10","87.92937211792007","0","0.9973753280839895","0.9876543209876543","0.9615384615384616","0.97","8","25","27","0","0.41333008898992984","0.6354004105587504","0.57","84","6","6","4","4.118139581159417E10","2.6367780450023987E10","88.56088257836544","0","0.9976076555023924","0.967741935483871","0.967741935483871","0.959758551307847","6","23","20","0"
,"0.4432479244214389","0.6302654527341925","0.67","8","56","34","2","2.8388387057348294E9","5.363009712394935E10","76.71048956293414","0.054","0","0","0.09950248756218906","0.04","2","72","84","0","0.3749277873024576","0.5731896312675925","0.46","48","37","12","3","6.030447884558057E9","2.228836666403085E10","90.21407204924662","0","0.7540106951871658","0.9957627118644068","0.9836065573770492","0.8790322580645161","5","35","15","0","0.34757349691833156","0.572008663320506","0.52","86","9","2","3","1.4799902482028982E10","1.3713232530893238E10","93.3041499483254","0","0.9976076555023924","0.9795918367346939","0.9375","0.9696969696969697","6","15","5","0","0.37639998292565885","0.5780969500115968","0.52","85","9","5","1","2.488484455954902E10","1.8805291810318596E10","91.38363330650591","0","0.9976470588235294","0.9772727272727273","0.9615384615384616","0.9899396378269618","9","19","12","0","0.38371856079138167","0.5924922095640066","0.46","80","12","5","3","3.533210687096066E10","2.5079054580196556E10","87.83489880737184","0","0.9974424552429667","0.9859154929577465","0.9615384615384616","0.97","8","26","27","0","0.39659102108980476","0.6354004105587504","0.57","85","6","5","4","4.50828248389862E10","2.66822766214714E10","88.56088257836544","0","0.9976076555023924","0.967741935483871","0.967741935483871","0.959758551307847","6","23","20","0"
,"0.44324792442143895","0.6302654527341928","0.67","9","53","36","2","2.6136287057348294E9","5.363009712394935E10","76.54786169903792","0.054","0.975609756097561","0.9608540925266904","0.9649122807017544","0.95","2","73","85","0","0.3749277873024575","0.5731896312675927","0.46","50","32","15","3","5.722187884558055E9","2.2288366664030857E10","90.10401929051366","0","0.99581589958159","0.9946236559139785","0.9830508474576272","0.969758064516129","5","35","16","0","0.3475734969183316","0.5720086633205063","0.52","86","9","2","3","1.4424957482028984E10","1.3713232530893238E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0","0.3763999829256587","0.5780969500115969","0.52","86","8","5","1","2.4508707059549034E10","1.8805291810318592E10","91.30182854599471","0","0.9976470588235294","0.9772727272727273","0.9615384615384616","0.9899396378269618","9","20","12","0","0.3837185607913818","0.5924922095640069","0.46","80","12","5","3","3.496875687096066E10","2.5079054580196556E10","87.67227094347564","0","0.9975062344139651","0.9836065573770492","0.9615384615384616","0.97","8","28","27","0","0.39659102108980504","0.6354004105587502","0.57","85","6","5","4","4.471418733898621E10","2.6682276621471405E10","88.56088257836541","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","20","0"
,"0.44324792442143895","0.6302654527341927","0.67","9","55","34","2","2.392611205734828E9","5.3630097123949356E10","76.0183703334784","0.054","0.9782608695652174","0.9398496240601504","0.9392265193370166","0.93","2","75","89","0","0.37492778730245774","0.5731896312675925","0.46","51","31","15","3","5.413062884558058E9","2.228836666403085E10","89.77614053265833","0","0.9959839357429718","0.9937888198757764","0.9864864864864865","0.969758064516129","5","36","18","0","0.3475734969183315","0.5720086633205063","0.52","86","9","2","3","1.4050012482028986E10","1.3713232530893238E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0","0.37639998292565857","0.5780969500115969","0.52","86","8","5","1","2.413101205954901E10","1.8805291810318592E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0","0.38371856079138184","0.5924922095640067","0.46","80","12","5","3","3.460540687096066E10","2.5079054580196552E10","87.67227094347564","0","0.9975062344139651","0.9836065573770492","0.9615384615384616","0.97","8","28","27","0","0.39659102108980493","0.6354004105587503","0.57","85","6","5","4","4.4345549838986206E10","2.66822766214714E10","88.56088257836544","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","20","0"
,"0.4432479244214389","0.6302654527341925","0.67","9","55","34","2","2.174343705734829E9","5.363009712394935E10","75.76337515873045","0.054","0.9782608695652174","0.9239130434782609","0.9064327485380117","0.91","2","76","91","0","0.3749277873024575","0.5731896312675926","0.46","51","31","15","3","5.102380384558059E9","2.2288366664030853E10","89.53023146426682","0","0.9960629921259843","0.9935897435897436","0.9864864864864865","0.969758064516129","5","37","20","0","0.3475734969183315","0.572008663320506","0.52","86","9","2","3","1.367506748202898E10","1.3713232530893238E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0","0.3763999829256586","0.5780969500115967","0.52","86","8","5","1","2.3753317059549023E10","1.8805291810318592E10","91.30182854599474","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0","0.3837185607913819","0.5924922095640067","0.46","80","12","5","3","3.424205687096066E10","2.5079054580196552E10","87.5909570115275","0","0.9975062344139651","0.9836065573770492","0.9615384615384616","0.97","8","29","27","0","0.39659102108980515","0.6354004105587502","0.57","85","6","5","4","4.39769123389862E10","2.6682276621471405E10","88.56088257836544","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","20","0"
,"0.429428246964494","0.6302654527341928","0.65","17","50","31","2","5.605153149898655E9","5.846923466653813E10","75.40133728538991","0.004","0.9782608695652174","0.9239130434782609","0.8771929824561403","0.9","2","79","94","0","0.36093821411362437","0.5731896312675928","0.46","53","29","15","3","9.946600495053854E9","2.4200636828731056E10","89.44826177480302","0","0.9960629921259843","0.9935897435897436","0.9864864864864865","0.969758064516129","5","37","21","0","0.33058392372949846","0.5720086633205063","0.46","86","9","2","3","1.8666398934587353E10","1.3713232530893238E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0","0.36241040973682564","0.5780969500115968","0.47","86","8","5","1","2.8647954022047913E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0","0.3697289876025485","0.5924922095640069","0.44","78","9","10","3","3.896255770825806E10","2.589792231864393E10","87.50964307957938","0","0.9975062344139651","0.9836065573770492","0.9615384615384616","0.97","9","29","27","0","0.37960144790097167","0.6354004105587502","0.54","85","6","5","4","4.8722327638156685E10","2.6682276621471405E10","88.56088257836544","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","20","0"
,"0.429428246964494","0.6302654527341925","0.65","17","49","32","2","5.370425649898654E9","5.8469234666538124E10","75.25243844491239","0.004","0.9883720930232558","0.9163346613545816","0.9294871794871795","0.92","2","81","95","0.7247308938703296","0.36093821411362437","0.5731896312675925","0.46","53","29","15","3","9.632802995053858E9","2.4200636828731056E10","89.27375411554773","0","0.9962121212121212","0.9931506849315068","0.9864864864864865","0.969758064516129","6","38","22","0.6721175376382401","0.3305839237294984","0.5720086633205061","0.46","86","9","2","3","1.8291453934587353E10","1.371323253089324E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.36241040973682564","0.5780969500115968","0.47","86","8","5","1","2.8270259022047913E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3697289876025487","0.5924922095640067","0.44","79","8","10","3","3.860607270825804E10","2.5897922318643925E10","87.5096430795794","0","0.9974424552429667","0.9782608695652174","0.9803921568627451","0.97","9","29","27","0.5856611500752932","0.37960144790097183","0.63540041055875","0.54","86","6","4","4","4.835369013815669E10","2.66822766214714E10","88.56088257836544","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","20","0.8075775692719953"
,"0.429428246964494","0.6302654527341927","0.65","17","49","32","2","5.138198149898658E9","5.846923466653812E10","75.04247579544567","0.004","0.9883720930232558","0.9146341463414634","0.9006211180124224","0.91","2","82","97","0.7247308938703296","0.3609382141136245","0.5731896312675925","0.46","54","28","15","3","9.319005495053858E9","2.4200636828731056E10","88.77989035672152","0","0.9962121212121212","0.9931506849315068","0.9864864864864865","0.969758064516129","6","39","26","0.6721175376382401","0.3305839237294985","0.5720086633205061","0.46","86","9","2","3","1.7916508934587353E10","1.371323253089324E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.36241040973682553","0.5780969500115968","0.47","86","8","5","1","2.7892564022047913E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.36972898760254863","0.5924922095640066","0.44","79","8","10","3","3.8248030208258064E10","2.5897922318643932E10","87.50964307957938","0","0.9974747474747475","0.975609756097561","0.9803921568627451","0.97","9","29","27","0.5856611500752932","0.3796014479009719","0.6354004105587502","0.54","87","6","3","4","4.79827451381567E10","2.66822766214714E10","88.56088257836541","0","0.9976635514018691","0.967741935483871","0.9523809523809523","0.959758551307847","6","23","20","0.8075775692719953"
,"0.42942824696449394","0.6302654527341925","0.65","17","49","32","2","4.908470649898654E9","5.846923466653813E10","74.77065524914927","0.004","0.9883720930232558","0.8943089430894309","0.9006211180124224","0.9","2","83","100","0.7247308938703296","0.36093821411362437","0.5731896312675925","0.46","57","27","13","3","9.00365049505386E9","2.4200636828731052E10","88.51914321186632","0","0.9962825278810409","0.9929078014184397","0.9864864864864865","0.969758064516129","6","39","29","0.6721175376382401","0.3305839237294984","0.572008663320506","0.46","86","9","2","3","1.754156393458735E10","1.3713232530893238E10","93.30414994832543","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.3624104097368256","0.5780969500115968","0.47","86","8","5","1","2.751486902204792E10","1.9010596519976555E10","91.3018285459947","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3697289876025486","0.5924922095640067","0.44","76","7","14","3","3.788998770825804E10","2.589792231864393E10","87.50071933874631","0","0.9974747474747475","0.975609756097561","0.9803921568627451","0.97","9","29","28","0.5856611500752932","0.37960144790097167","0.6354004105587501","0.54","87","6","3","4","4.760949263815668E10","2.6682276621471405E10","88.56088257836544","0","0.9976905311778291","0.967741935483871","0.9375","0.959758551307847","6","23","20","0.8075775692719953"
,"0.4207540257374038","0.6302654527341929","0.63","19","47","32","2","9.723345873302002E9","6.2564037733615166E10","74.17025460465348","0.004","0.9883720930232558","0.8943089430894309","0.9006211180124224","0.9","3","87","104","0.7247308938703296","0.3493151529539383","0.5731896312675925","0.47","64","24","9","3","1.5249112115090277E10","2.6962289229035385E10","88.30748731522654","0","0.9964788732394366","0.9926470588235294","0.984375","0.969758064516129","8","39","30","0.6721175376382401","0.31596086256981254","0.5720086633205059","0.41","86","9","2","3","2.4091195986677685E10","1.3713232530893238E10","93.3041499483254","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.34778734857713955","0.5780969500115967","0.45","86","8","5","1","3.394052626103232E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3551059264428627","0.5924922095640066","0.4","76","7","14","3","4.409384065913179E10","2.609085905309144E10","87.43073178892406","0","0.9973753280839895","0.9722222222222222","0.9859154929577465","0.97","9","29","29","0.5856611500752932","0.36497838674128574","0.6354004105587504","0.5","83","6","7","4","5.383535089388961E10","2.6682276621471397E10","88.56088257836544","0","0.9976905311778291","0.967741935483871","0.9375","0.959758551307847","6","23","20","0.8075775692719953"
,"0.4207540257374038","0.6302654527341925","0.63","24","43","31","2","9.488003373302006E9","6.256403773361517E10","73.98953807750618","0.004","0.9895833333333334","0.9110169491525424","0.9006211180124224","0.91","3","89","105","0.7247308938703296","0.3493151529539383","0.5731896312675926","0.47","65","24","8","3","1.4913682115090271E10","2.6962289229035385E10","88.2109369301338","0","0.9968652037617555","0.9917355371900827","0.9772727272727273","0.969758064516129","8","40","31","0.6721175376382401","0.3159608625698126","0.5720086633205061","0.41","86","9","2","3","2.371625098667769E10","1.371323253089324E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.34778734857713967","0.5780969500115969","0.45","86","8","5","1","3.35628312610323E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.35510592644286254","0.5924922095640067","0.4","76","7","14","3","4.37434706591318E10","2.609085905309144E10","87.43073178892408","0","0.9973753280839895","0.9722222222222222","0.9859154929577465","0.97","9","29","29","0.5856611500752932","0.3649783867412857","0.6354004105587505","0.5","83","6","7","4","5.347132839388961E10","2.66822766214714E10","88.56088257836542","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","20","0.8075775692719953"
,"0.42075402573740367","0.6302654527341928","0.63","29","37","32","2","9.246623373302004E9","6.2564037733615204E10","73.9653253200025","0.004","0.9917355371900827","0.8796296296296297","0.8974358974358975","0.9","3","89","106","0.7247308938703296","0.3493151529539383","0.5731896312675926","0.47","67","24","6","3","1.4575944615090275E10","2.696228922903538E10","88.08948765113693","0","0.9968944099378882","0.9917355371900827","0.975609756097561","0.969758064516129","9","40","32","0.6721175376382401","0.31596086256981254","0.5720086633205061","0.41","86","9","2","3","2.334130598667769E10","1.371323253089324E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.34778734857713967","0.5780969500115966","0.45","86","8","5","1","3.3185136261032295E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3551059264428627","0.5924922095640068","0.4","76","7","14","3","4.3393100659131805E10","2.609085905309144E10","87.31025410415917","0","0.9973753280839895","0.9722222222222222","0.9859154929577465","0.97","9","29","31","0.5856611500752932","0.36497838674128585","0.6354004105587501","0.5","83","6","7","4","5.31073058938896E10","2.66822766214714E10","88.56088257836544","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","20","0.8075775692719953"
,"0.42075402573740356","0.6302654527341927","0.63","30","34","34","2","8.998205873302002E9","6.256403773361518E10","73.61884326102093","0.004","0.9931506849315068","0.8602150537634409","0.9006211180124224","0.9","3","91","109","0.7247308938703296","0.3493151529539383","0.5731896312675927","0.47","67","25","5","3","1.423609211509028E10","2.6962289229035385E10","88.08948765113692","0","0.9969879518072289","0.9504132231404959","0.967741935483871","0.9596774193548387","9","40","32","0.6721175376382401","0.31596086256981254","0.5720086633205063","0.41","86","9","2","3","2.2966360986677696E10","1.3713232530893238E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.34778734857713955","0.5780969500115968","0.45","86","8","5","1","3.280744126103231E10","1.901059651997656E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.35510592644286265","0.5924922095640069","0.4","76","7","14","3","4.3042730659131805E10","2.609085905309144E10","87.1897764193943","0","0.9973753280839895","0.9722222222222222","0.9859154929577465","0.97","9","30","32","0.5856611500752932","0.36497838674128585","0.6354004105587502","0.5","83","6","7","4","5.2743283393889626E10","2.66822766214714E10","88.56088257836542","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","20","0.8075775692719953"
,"0.40812380647942115","0.6302654527341928","0.6","31","33","34","2","1.4011391225955406E10","6.461879386957368E10","73.30474163970685","0.004","0.9933774834437086","0.847953216374269","0.9064327485380117","0.9","3","92","114","0.7247308938703296","0.34272896757404536","0.5731896312675925","0.46","70","23","4","3","2.0403339414008533E10","2.747096476311311E10","88.08948765113693","0","0.9969879518072289","0.9523809523809523","0.9615384615384616","0.9596774193548387","9","40","32","0.6721175376382401","0.30337467718991945","0.572008663320506","0.36","86","9","2","3","2.947061573174252E10","1.371323253089324E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.3352011631972466","0.5780969500115968","0.43","86","8","5","1","3.918851558888313E10","1.9010596519976562E10","91.3018285459947","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3455197410629697","0.5924922095640067","0.39","77","6","14","3","4.918120227587341E10","2.6806077088785774E10","87.12953757701189","0","0.9973753280839895","0.9722222222222222","0.9859154929577465","0.97","9","30","33","0.5856611500752932","0.3523922013613927","0.6354004105587503","0.47","83","6","7","4","5.8935127149257324E10","2.6682276621471405E10","88.56088257836545","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","20","0.8075775692719953"
,"0.40812380647942104","0.6302654527341928","0.6","34","32","32","2","1.37613587259554E10","6.461879386957369E10","73.06706582515658","0.004","0.9935897435897436","0.8433734939759037","0.9064327485380117","0.9","3","95","116","0.7247308938703296","0.3427289675740455","0.5731896312675926","0.46","68","25","4","3","2.0057314414008526E10","2.7470964763113106E10","88.03722146955509","0","0.9971181556195965","0.9482758620689655","0.9523809523809523","0.9596774193548387","9","41","32","0.6721175376382401","0.3033746771899194","0.5720086633205059","0.36","86","9","2","3","2.909567073174253E10","1.3713232530893238E10","93.30414994832542","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.3352011631972466","0.5780969500115967","0.43","86","8","5","1","3.881082058888311E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.34551974106296973","0.5924922095640067","0.39","80","6","11","3","4.8829274775873405E10","2.6806077088785778E10","87.07768952488267","0","0.9974093264248705","0.967741935483871","0.9859154929577465","0.97","10","30","33","0.5856611500752932","0.3523922013613928","0.6354004105587502","0.47","83","6","7","4","5.85711046492573E10","2.668227662147141E10","88.50873332699356","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","21","0.8075775692719953"
,"0.40812380647942115","0.6302654527341924","0.6","36","31","31","2","1.3505153725955402E10","6.4618793869573685E10","72.80865756796757","0.004","0.9941520467836257","0.8385093167701864","0.9006211180124224","0.9","3","97","118","0.7247308938703296","0.3427289675740453","0.5731896312675926","0.46","68","25","4","3","1.971440441400853E10","2.7470964763113117E10","87.98495528797326","0","0.9970326409495549","0.9523809523809523","0.9523809523809523","0.9596774193548387","10","41","32","0.6721175376382401","0.30420363282512236","0.5747718487711827","0.37","86","9","2","3","2.8720725731742527E10","1.3713232530893236E10","93.25177817849794","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.3352011631972464","0.5780969500115968","0.43","86","8","5","1","3.843312558888312E10","1.901059651997656E10","91.3018285459947","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3455197410629697","0.5924922095640069","0.39","80","6","11","3","4.847042477587339E10","2.6806077088785774E10","87.07768952488271","0","0.9975062344139651","0.967741935483871","0.9821428571428571","0.97","10","30","33","0.5856611500752932","0.3523922013613929","0.6354004105587504","0.47","83","6","7","4","5.820708214925731E10","2.6682276621471405E10","88.50873332699355","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","21","0.8075775692719953"
,"0.4081238064794212","0.6302654527341927","0.6","36","31","31","2","1.3245083725955402E10","6.461879386957367E10","72.65311341158","0.004","0.994475138121547","0.8333333333333334","0.8974358974358975","0.9","3","97","121","0.7247308938703296","0.34272896757404525","0.5731896312675926","0.46","68","25","4","3","1.9371494414008537E10","2.7470964763113106E10","87.93268910639142","0","0.9970326409495549","0.9523809523809523","0.9523809523809523","0.9596774193548387","10","41","33","0.6721175376382401","0.30420363282512236","0.5747718487711826","0.37","86","9","2","3","2.834578073174253E10","1.3713232530893242E10","93.25177817849796","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.3352011631972466","0.5780969500115968","0.43","86","8","5","1","3.80554305888831E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3455197410629697","0.5924922095640066","0.39","77","6","14","3","4.811157477587339E10","2.6806077088785774E10","87.02584147275351","0","0.9975062344139651","0.967741935483871","0.9821428571428571","0.97","10","30","34","0.5856611500752932","0.3523922013613928","0.6354004105587504","0.47","82","6","8","4","5.78430596492573E10","2.66822766214714E10","88.50873332699355","0","0.9975786924939467","0.967741935483871","0.9722222222222222","0.959758551307847","6","23","21","0.8075775692719953"
,"0.39442135173477205","0.6108270384498391","0.56","37","30","31","2","1.645561757960781E10","6.668424894279727E10","72.42150844555965","0.004","0.994475138121547","0.8333333333333334","0.8974358974358975","0.9","3","97","125","0.7247308938703296","0.33184202629736326","0.5630099275094477","0.44","68","26","3","3","2.2530052838840828E10","2.783350184507168E10","87.93268910639141","0","0.9970326409495549","0.9523809523809523","0.9523809523809523","0.9596774193548387","10","41","33","0.6721175376382401","0.29249375331710364","0.5618490175752492","0.33","87","9","2","2","3.167662316332699E10","1.383434874050931E10","93.25177817849796","0","0.9976635514018691","0.9772727272727273","0.9090909090909091","0.9696969696969697","6","15","5","0.8140899836662723","0.3165766274829466","0.5521252647947251","0.36","86","8","5","1","4.13206926083499E10","1.9010596519976555E10","91.30182854599471","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3242482204477609","0.5576972413441064","0.35","80","6","11","3","5.1252951578431206E10","2.7047353624454556E10","87.0258414727535","0","0.9974093264248705","0.967741935483871","0.9859154929577465","0.97","10","30","34","0.5856611500752932","0.33824555749068547","0.6243550314871885","0.44","82","6","8","4","6.1012856739349266E10","2.6797403719063374E10","88.50873332699355","0","0.9975490196078431","0.967741935483871","0.975609756097561","0.959758551307847","6","23","21","0.8075775692719953"
,"0.3884422403279947","0.5908966670939145","0.55","37","30","31","2","1.6193990079607807E10","6.6684248942797264E10","72.1983782854112","0.004","0.9946236559139785","0.8278145695364238","0.8974358974358975","0.9","3","97","128","0.7247308938703296","0.3318420262973632","0.5630099275094477","0.44","68","26","3","3","2.218639283884083E10","2.7833501845071674E10","87.88770318700666","0","0.9970326409495549","0.9541984732824428","0.9375","0.9596774193548387","10","42","33","0.6721175376382401","0.28773952052767965","0.5460015749438358","0.3","87","9","2","2","3.1297620663326984E10","1.3834348740509308E10","93.25177817849796","0","0.9976905311778291","0.9772727272727273","0.9090909090909091","0.9797979797979798","6","15","5","0.8140899836662723","0.31426525711384373","0.5444206968977159","0.35","86","8","5","1","4.094299760834993E10","1.9010596519976555E10","91.3018285459947","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3108520385784012","0.513043301779574","0.32","80","6","11","3","5.0894101578431206E10","2.704735362445455E10","86.93658940869416","0","0.9975062344139651","0.967741935483871","0.9821428571428571","0.97","10","30","36","0.5856611500752932","0.3274234388608632","0.5882813027211141","0.43","85","6","5","4","6.0651141739349266E10","2.6797403719063377E10","88.50873332699358","0","0.9975490196078431","0.967741935483871","0.975609756097561","0.959758551307847","6","23","21","0.8075775692719953"
,"0.37674186897456585","0.5518954292491527","0.54","39","28","31","2","1.593236257960781E10","6.668424894279729E10","72.02843513596295","0.004","0.9946236559139785","0.8278145695364238","0.8974358974358975","0.9","3","98","131","0.7247308938703296","0.325545486702264","0.5420214621924503","0.41","67","27","3","3","2.1842732838840828E10","2.7833501845071682E10","87.88770318700668","0","0.9970326409495549","0.9541984732824428","0.9375","0.9596774193548387","10","42","33","0.6721175376382401","0.28773952052767965","0.5460015749438356","0.3","87","9","2","2","3.0918618163326996E10","1.383434874050931E10","93.25177817849796","0","0.9976905311778291","0.9772727272727273","0.9090909090909091","0.9797979797979798","6","15","5","0.8140899836662723","0.3108507728894338","0.5330390828163495","0.34","86","8","5","1","4.05653026083499E10","1.9010596519976555E10","91.30182854599472","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.31085203857840116","0.5130433017795739","0.32","80","6","11","3","5.053525157843121E10","2.7047353624454556E10","86.93658940869416","0","0.9975062344139651","0.967741935483871","0.9821428571428571","0.97","10","30","36","0.5856611500752932","0.325112597875213","0.5805784994356137","0.43","85","6","5","4","6.028250423934927E10","2.6797403719063374E10","88.50873332699355","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","21","0.8075775692719953"
,"0.37292660306726","0.5391778762247986","0.53","39","29","30","2","1.5671120079607811E10","6.668424894279727E10","71.89455703987389","0.004","0.9948979591836735","0.8156028368794326","0.8333333333333334","0.88","3","99","133","0.7247308938703296","0.324815801704376","0.5395891788661571","0.41","66","28","3","3","2.1500630338840828E10","2.783350184507168E10","87.8427172676219","0","0.9969879518072289","0.9558823529411765","0.9375","0.9596774193548387","10","43","33","0.6721175376382401","0.27946998719288024","0.5184364638278377","0.3","87","9","2","2","3.0539615663326996E10","1.3834348740509308E10","93.25177817849796","0","0.9976905311778291","0.9772727272727273","0.9090909090909091","0.9797979797979798","6","15","5","0.8140899836662723","0.30857636392260035","0.525457719593571","0.33","86","8","5","1","4.018760760834989E10","1.9010596519976555E10","91.30182854599472","0","0.9976744186046511","0.9743589743589743","0.9615384615384616","0.9899396378269618","9","20","12","0.7827561576912743","0.3094296522915781","0.5083020141568304","0.32","80","6","11","3","5.017640157843118E10","2.7047353624454567E10","86.93658940869416","0","0.9975062344139651","0.967741935483871","0.9821428571428571","0.97","10","30","36","0.5856611500752932","0.3161246174695373","0.5506185647500278","0.41","85","6","5","4","5.99138667393493E10","2.6797403719063374E10","88.50873332699355","0","0.9976359338061466","0.967741935483871","0.9615384615384616","0.959758551307847","6","23","21","0.8075775692719953"
